chr,region,ctrl_18w_methy_site_num,chr,region,ccl4_18w_methy_site_num
chr8,53500000,2258,chr8,53500000,2204
chr8,5.4e+07,2873,chr8,5.4e+07,2795
chr8,54500000,2688,chr8,54500000,2583
chr8,5.5e+07,2811,chr8,5.5e+07,2789
chr8,55500000,1373,chr8,55500000,1610
chr8,5.6e+07,2046,chr8,5.6e+07,2027
chr8,56500000,2201,chr8,56500000,2121
chr8,5.7e+07,2647,chr8,5.7e+07,2767
chr8,57500000,3261,chr8,57500000,3486
chr8,5.8e+07,4233,chr8,5.8e+07,4710
chr8,58500000,1851,chr8,58500000,1771
chr8,5.9e+07,1643,chr8,5.9e+07,1624
chr8,59500000,1688,chr8,59500000,1533
chr8,6e+07,1825,chr8,6e+07,1824
chr8,60500000,1864,chr8,60500000,1910
chr8,6.1e+07,3372,chr8,6.1e+07,3579
chr8,61500000,3802,chr8,61500000,4082
chr8,6.2e+07,3747,chr8,6.2e+07,4100
chr8,62500000,2283,chr8,62500000,2359
chr8,6.3e+07,1917,chr8,6.3e+07,1965
chr8,63500000,1355,chr8,63500000,1297
chr8,6.4e+07,2156,chr8,6.4e+07,2262
chr8,64500000,2548,chr8,64500000,2637
chr8,6.5e+07,3874,chr8,6.5e+07,4253
chr8,65500000,2117,chr8,65500000,2413
chr8,6.6e+07,1911,chr8,6.6e+07,1903
chr8,66500000,2742,chr8,66500000,2805
chr8,6.7e+07,3045,chr8,6.7e+07,3165
chr8,67500000,2791,chr8,67500000,2885
chr8,6.8e+07,2991,chr8,6.8e+07,3101
chr8,68500000,2798,chr8,68500000,3028
chr8,6.9e+07,2047,chr8,6.9e+07,2198
chr8,69500000,1922,chr8,69500000,2245
chr8,7e+07,2849,chr8,7e+07,3204
chr8,70500000,3251,chr8,70500000,4299
chr8,7.1e+07,3747,chr8,7.1e+07,5203
chr8,71500000,2288,chr8,71500000,2857
chr8,7.2e+07,2931,chr8,7.2e+07,4042
chr8,72500000,2029,chr8,72500000,2723
chr8,7.3e+07,2311,chr8,7.3e+07,2668
chr8,73500000,2197,chr8,73500000,2398
chr8,7.4e+07,1686,chr8,7.4e+07,1886
chr8,74500000,1274,chr8,74500000,1305
chr8,7.5e+07,2211,chr8,7.5e+07,2410
chr8,75500000,2468,chr8,75500000,2812
chr8,7.6e+07,2213,chr8,7.6e+07,2265
chr8,76500000,2092,chr8,76500000,2242
chr8,7.7e+07,2524,chr8,7.7e+07,2590
chr8,77500000,4686,chr8,77500000,5136
chr8,7.8e+07,3836,chr8,7.8e+07,4219
chr8,78500000,4416,chr8,78500000,4765
chr8,7.9e+07,4460,chr8,7.9e+07,4954
chr8,79500000,4624,chr8,79500000,5203
chr8,8e+07,3257,chr8,8e+07,3647
chr8,80500000,3210,chr8,80500000,3489
chr8,8.1e+07,3805,chr8,8.1e+07,4094
chr8,81500000,1735,chr8,81500000,1862
chr8,8.2e+07,1633,chr8,8.2e+07,1705
chr8,82500000,1755,chr8,82500000,1779
chr8,8.3e+07,1754,chr8,8.3e+07,1950
chr8,83500000,2487,chr8,83500000,3037
chr8,8.4e+07,2936,chr8,8.4e+07,3878
chr8,84500000,3020,chr8,84500000,3548
chr8,8.5e+07,3494,chr8,8.5e+07,4501
chr8,85500000,2587,chr8,85500000,3124
chr8,8.6e+07,2623,chr8,8.6e+07,2871
chr8,86500000,3028,chr8,86500000,3201
chr8,8.7e+07,3546,chr8,8.7e+07,4202
chr8,87500000,3783,chr8,87500000,4130
chr8,8.8e+07,4214,chr8,8.8e+07,5193
chr8,88500000,3286,chr8,88500000,3822
chr8,8.9e+07,2898,chr8,8.9e+07,3542
chr8,89500000,2906,chr8,89500000,3351
chr8,9e+07,2349,chr8,9e+07,2663
chr8,90500000,2677,chr8,90500000,2901
chr8,9.1e+07,2374,chr8,9.1e+07,2780
chr8,91500000,3463,chr8,91500000,4072
chr8,9.2e+07,3899,chr8,9.2e+07,4481
chr8,92500000,3176,chr8,92500000,3848
chr8,9.3e+07,2724,chr8,9.3e+07,3269
chr8,93500000,2356,chr8,93500000,2640
chr8,9.4e+07,4258,chr8,9.4e+07,4704
chr8,94500000,4305,chr8,94500000,5108
chr8,9.5e+07,3548,chr8,9.5e+07,4596
chr8,95500000,3579,chr8,95500000,4902
chr8,9.6e+07,4557,chr8,9.6e+07,5310
chr8,96500000,2973,chr8,96500000,3030
chr8,9.7e+07,2267,chr8,9.7e+07,2307
chr8,97500000,2348,chr8,97500000,2412
chr8,9.8e+07,2157,chr8,9.8e+07,2088
chr8,98500000,2049,chr8,98500000,2034
chr8,9.9e+07,2068,chr8,9.9e+07,2126
chr8,99500000,2664,chr8,99500000,2692
chr8,1e+08,2060,chr8,1e+08,1967
chr8,100500000,1939,chr8,100500000,1923
chr8,1.01e+08,2334,chr8,1.01e+08,2246
chr8,101500000,1890,chr8,101500000,1872
chr8,1.02e+08,1863,chr8,1.02e+08,1808
chr8,102500000,1756,chr8,102500000,1682
chr8,1.03e+08,2823,chr8,1.03e+08,3000
chr8,103500000,2796,chr8,103500000,2943
chr8,1.04e+08,3569,chr8,1.04e+08,3932
chr8,104500000,4410,chr8,104500000,4938
chr8,1.05e+08,3042,chr8,1.05e+08,3705
chr8,105500000,4264,chr8,105500000,5446
chr8,1.06e+08,4546,chr8,1.06e+08,5519
chr8,106500000,4210,chr8,106500000,4586
chr8,1.07e+08,4056,chr8,1.07e+08,4881
chr8,107500000,4106,chr8,107500000,4539
chr8,1.08e+08,3897,chr8,1.08e+08,4387
chr8,108500000,3885,chr8,108500000,4504
chr8,1.09e+08,4379,chr8,1.09e+08,5453
chr8,109500000,4358,chr8,109500000,4932
chr8,1.1e+08,4844,chr8,1.1e+08,5459
chr8,110500000,4642,chr8,110500000,5536
chr8,1.11e+08,4259,chr8,1.11e+08,5253
chr8,111500000,3769,chr8,111500000,4646
chr8,1.12e+08,4146,chr8,1.12e+08,5308
chr8,112500000,3618,chr8,112500000,4187
chr8,1.13e+08,3220,chr8,1.13e+08,3391
chr8,113500000,2625,chr8,113500000,2933
chr8,1.14e+08,2979,chr8,1.14e+08,3623
chr8,114500000,3815,chr8,114500000,4246
chr8,1.15e+08,5407,chr8,1.15e+08,6194
chr8,115500000,4411,chr8,115500000,5322
chr8,1.16e+08,3760,chr8,1.16e+08,4264
chr8,116500000,3732,chr8,116500000,4232
chr8,1.17e+08,4441,chr8,1.17e+08,5123
chr8,117500000,5002,chr8,117500000,5973
chr8,1.18e+08,5040,chr8,1.18e+08,5676
chr8,118500000,4465,chr8,118500000,5325
chr8,1.19e+08,4608,chr8,1.19e+08,5426
chr8,119500000,4766,chr8,119500000,5850
chr8,1.2e+08,4893,chr8,1.2e+08,6351
chr8,120500000,4357,chr8,120500000,5584
chr8,1.21e+08,4604,chr8,1.21e+08,6108
chr8,121500000,4986,chr8,121500000,6301
chr8,1.22e+08,4275,chr8,1.22e+08,5318
chr8,122500000,4487,chr8,122500000,6035
chr8,1.23e+08,4219,chr8,1.23e+08,5491
chr8,123500000,4599,chr8,123500000,5692
chr8,1.24e+08,3480,chr8,1.24e+08,4666
chr8,124500000,2892,chr8,124500000,3725
chr8,1.25e+08,3088,chr8,1.25e+08,3983
chr8,125500000,2876,chr8,125500000,3645
chr8,1.26e+08,4308,chr8,1.26e+08,5324
chr8,126500000,3552,chr8,126500000,4289
chr8,1.27e+08,3912,chr8,1.27e+08,4737
chr8,127500000,4223,chr8,127500000,4584
chr8,1.28e+08,2658,chr8,1.28e+08,2939
chr8,128500000,2464,chr8,128500000,2699
chr8,1.29e+08,2071,chr8,1.29e+08,2190
chr9,3500000,4090,chr9,3500000,4289
chr9,4e+06,2267,chr9,4e+06,2351
chr9,4500000,2770,chr9,4500000,2936
chr9,5e+06,2224,chr9,5e+06,2279
chr9,5500000,2217,chr9,5500000,2121
chr9,6e+06,2369,chr9,6e+06,2339
chr9,6500000,2367,chr9,6500000,2407
chr9,7e+06,2482,chr9,7e+06,2630
chr9,7500000,2943,chr9,7500000,3034
chr9,8e+06,3451,chr9,8e+06,3789
chr9,8500000,2603,chr9,8500000,2683
chr9,9e+06,2637,chr9,9e+06,2518
chr9,9500000,2795,chr9,9500000,2972
chr9,1e+07,2399,chr9,1e+07,2582
chr9,10500000,2371,chr9,10500000,2347
chr9,1.1e+07,2349,chr9,1.1e+07,2326
chr9,11500000,2292,chr9,11500000,2174
chr9,1.2e+07,2272,chr9,1.2e+07,2247
chr9,12500000,2576,chr9,12500000,2532
chr9,1.3e+07,2111,chr9,1.3e+07,2079
chr9,13500000,2052,chr9,13500000,2208
chr9,1.4e+07,3740,chr9,1.4e+07,4141
chr9,14500000,3446,chr9,14500000,3707
chr9,1.5e+07,4071,chr9,1.5e+07,4719
chr9,15500000,3738,chr9,15500000,4278
chr9,1.6e+07,3761,chr9,1.6e+07,4160
chr9,16500000,3157,chr9,16500000,3334
chr9,1.7e+07,2361,chr9,1.7e+07,2420
chr9,17500000,2163,chr9,17500000,2130
chr9,1.8e+07,2090,chr9,1.8e+07,2026
chr9,18500000,2583,chr9,18500000,2775
chr9,1.9e+07,1939,chr9,1.9e+07,1972
chr9,19500000,2287,chr9,19500000,2210
chr9,2e+07,2623,chr9,2e+07,2736
chr9,20500000,2494,chr9,20500000,2562
chr9,2.1e+07,4193,chr9,2.1e+07,5126
chr9,21500000,4489,chr9,21500000,5577
chr9,2.2e+07,4405,chr9,2.2e+07,5514
chr9,22500000,4639,chr9,22500000,5455
chr9,2.3e+07,3702,chr9,2.3e+07,4138
chr9,23500000,3668,chr9,23500000,3970
chr9,2.4e+07,2405,chr9,2.4e+07,2485
chr9,24500000,2638,chr9,24500000,2787
chr9,2.5e+07,3406,chr9,2.5e+07,3780
chr9,25500000,3264,chr9,25500000,3495
chr9,2.6e+07,2377,chr9,2.6e+07,2526
chr9,26500000,2144,chr9,26500000,2213
chr9,2.7e+07,2867,chr9,2.7e+07,3092
chr9,27500000,3874,chr9,27500000,4473
chr9,2.8e+07,2965,chr9,2.8e+07,3078
chr9,28500000,3037,chr9,28500000,3205
chr9,2.9e+07,2740,chr9,2.9e+07,2830
chr9,29500000,3501,chr9,29500000,3734
chr9,3e+07,4010,chr9,3e+07,4370
chr9,30500000,3792,chr9,30500000,3990
chr9,3.1e+07,3511,chr9,3.1e+07,4014
chr9,31500000,4456,chr9,31500000,5075
chr9,3.2e+07,3906,chr9,3.2e+07,4239
chr9,32500000,4054,chr9,32500000,4586
chr9,3.3e+07,3658,chr9,3.3e+07,4078
chr9,33500000,2090,chr9,33500000,2082
chr9,3.4e+07,2151,chr9,3.4e+07,2163
chr9,34500000,2809,chr9,34500000,3019
chr9,3.5e+07,3560,chr9,3.5e+07,3889
chr9,35500000,3455,chr9,35500000,3901
chr9,3.6e+07,2537,chr9,3.6e+07,2653
chr9,36500000,2192,chr9,36500000,2258
chr9,3.7e+07,2684,chr9,3.7e+07,3114
chr9,37500000,3172,chr9,37500000,3736
chr9,3.8e+07,2507,chr9,3.8e+07,2801
chr9,38500000,1432,chr9,38500000,1340
chr9,3.9e+07,2084,chr9,3.9e+07,2100
chr9,39500000,1979,chr9,39500000,1996
chr9,4e+07,2157,chr9,4e+07,2125
chr9,40500000,3484,chr9,40500000,4027
chr9,4.1e+07,3153,chr9,4.1e+07,3865
chr9,41500000,2798,chr9,41500000,3317
chr9,4.2e+07,2677,chr9,4.2e+07,3006
chr9,42500000,3866,chr9,42500000,4445
chr9,4.3e+07,4619,chr9,4.3e+07,5394
chr9,43500000,3768,chr9,43500000,4412
chr9,4.4e+07,4158,chr9,4.4e+07,4907
chr9,44500000,4243,chr9,44500000,5112
chr9,4.5e+07,4462,chr9,4.5e+07,5269
chr9,45500000,4066,chr9,45500000,4883
chr9,4.6e+07,3720,chr9,4.6e+07,4709
chr9,46500000,4111,chr9,46500000,5042
chr9,4.7e+07,3493,chr9,4.7e+07,4111
chr9,47500000,3580,chr9,47500000,4012
chr9,4.8e+07,3749,chr9,4.8e+07,4664
chr9,48500000,3181,chr9,48500000,3691
chr9,4.9e+07,3212,chr9,4.9e+07,3729
chr9,49500000,3460,chr9,49500000,3936
chr9,5e+07,3762,chr9,5e+07,4040
chr9,50500000,3141,chr9,50500000,3421
chr9,5.1e+07,4120,chr9,5.1e+07,4689
chr9,51500000,3337,chr9,51500000,3696
chr9,5.2e+07,3010,chr9,5.2e+07,3343
chr9,52500000,3540,chr9,52500000,3937
chr9,5.3e+07,2826,chr9,5.3e+07,2956
chr9,53500000,3659,chr9,53500000,3788
chr9,5.4e+07,3596,chr9,5.4e+07,3921
chr9,54500000,3462,chr9,54500000,3876
chr9,5.5e+07,4086,chr9,5.5e+07,4438
chr9,55500000,4065,chr9,55500000,4614
chr9,5.6e+07,2552,chr9,5.6e+07,2875
chr9,56500000,3812,chr9,56500000,4472
chr9,5.7e+07,3744,chr9,5.7e+07,4819
chr9,57500000,3794,chr9,57500000,4570
chr9,5.8e+07,4209,chr9,5.8e+07,4953
chr9,58500000,3942,chr9,58500000,4595
chr9,5.9e+07,3899,chr9,5.9e+07,4347
chr9,59500000,3477,chr9,59500000,3986
chr9,6e+07,3322,chr9,6e+07,3940
chr9,60500000,4281,chr9,60500000,4795
chr9,6.1e+07,4392,chr9,6.1e+07,5047
chr9,61500000,3970,chr9,61500000,4841
chr9,6.2e+07,4116,chr9,6.2e+07,4881
chr9,62500000,3808,chr9,62500000,4532
chr9,6.3e+07,3780,chr9,6.3e+07,4484
chr9,63500000,4406,chr9,63500000,5198
chr9,6.4e+07,4473,chr9,6.4e+07,5421
chr9,64500000,4095,chr9,64500000,4696
chr9,6.5e+07,3701,chr9,6.5e+07,4106
chr9,65500000,4207,chr9,65500000,5024
chr9,6.6e+07,2978,chr9,6.6e+07,3472
chr9,66500000,3035,chr9,66500000,3474
chr9,6.7e+07,3865,chr9,6.7e+07,4258
chr9,67500000,3710,chr9,67500000,4284
chr9,6.8e+07,3909,chr9,6.8e+07,4251
chr9,68500000,2950,chr9,68500000,3181
chr9,6.9e+07,3730,chr9,6.9e+07,4265
chr9,69500000,4365,chr9,69500000,4845
chr9,7e+07,4119,chr9,7e+07,4672
chr9,70500000,4100,chr9,70500000,4640
chr9,7.1e+07,3286,chr9,7.1e+07,3632
chr9,71500000,3386,chr9,71500000,3892
chr9,7.2e+07,3566,chr9,7.2e+07,3929
chr9,72500000,3532,chr9,72500000,3543
chr9,7.3e+07,3844,chr9,7.3e+07,4072
chr9,73500000,3423,chr9,73500000,3984
chr9,7.4e+07,2690,chr9,7.4e+07,2806
chr9,74500000,2996,chr9,74500000,3202
chr9,7.5e+07,3302,chr9,7.5e+07,3635
chr9,75500000,3753,chr9,75500000,4252
chr9,7.6e+07,3160,chr9,7.6e+07,3313
chr9,76500000,2744,chr9,76500000,2740
chr9,7.7e+07,2478,chr9,7.7e+07,2543
chr9,77500000,3161,chr9,77500000,3447
chr9,7.8e+07,4409,chr9,7.8e+07,4865
chr9,78500000,4050,chr9,78500000,4631
chr9,7.9e+07,3669,chr9,7.9e+07,3830
chr9,79500000,2390,chr9,79500000,2531
chr9,8e+07,3887,chr9,8e+07,4166
chr9,80500000,3145,chr9,80500000,3360
chr9,8.1e+07,2048,chr9,8.1e+07,2079
chr9,81500000,1688,chr9,81500000,1664
chr9,8.2e+07,2429,chr9,8.2e+07,2410
chr9,82500000,2050,chr9,82500000,2014
chr9,8.3e+07,2878,chr9,8.3e+07,3055
chr9,83500000,3913,chr9,83500000,4225
chr9,8.4e+07,3807,chr9,8.4e+07,4237
chr9,84500000,2804,chr9,84500000,3132
chr9,8.5e+07,2267,chr9,8.5e+07,2157
chr9,85500000,2736,chr9,85500000,2800
chr9,8.6e+07,3296,chr9,8.6e+07,3478
chr9,86500000,2946,chr9,86500000,3115
chr9,8.7e+07,3725,chr9,8.7e+07,4054
chr9,87500000,3094,chr9,87500000,3415
chr9,8.8e+07,2881,chr9,8.8e+07,3091
chr9,88500000,3089,chr9,88500000,3332
chr9,8.9e+07,2661,chr9,8.9e+07,2821
chr9,89500000,1797,chr9,89500000,1977
chr9,9e+07,3308,chr9,9e+07,3750
chr9,90500000,3326,chr9,90500000,3735
chr9,9.1e+07,2292,chr9,9.1e+07,2282
chr9,91500000,2788,chr9,91500000,3085
chr9,9.2e+07,2318,chr9,9.2e+07,2306
chr9,92500000,2664,chr9,92500000,2739
chr9,9.3e+07,3300,chr9,9.3e+07,3289
chr9,93500000,2263,chr9,93500000,2197
chr9,9.4e+07,2131,chr9,9.4e+07,2144
chr9,94500000,2672,chr9,94500000,2784
chr9,9.5e+07,3314,chr9,9.5e+07,3446
chr9,95500000,3535,chr9,95500000,3762
chr9,9.6e+07,4243,chr9,9.6e+07,4409
chr9,96500000,3960,chr9,96500000,4532
chr9,9.7e+07,4749,chr9,9.7e+07,5628
chr9,97500000,3790,chr9,97500000,4260
chr9,9.8e+07,3534,chr9,9.8e+07,3771
chr9,98500000,3693,chr9,98500000,4014
chr9,9.9e+07,3661,chr9,9.9e+07,4364
chr9,99500000,4480,chr9,99500000,5213
chr9,1e+08,3944,chr9,1e+08,4539
chr9,100500000,3103,chr9,100500000,3579
chr9,1.01e+08,2712,chr9,1.01e+08,2860
chr9,101500000,3259,chr9,101500000,3652
chr9,1.02e+08,3592,chr9,1.02e+08,3876
chr9,102500000,4033,chr9,102500000,4536
chr9,1.03e+08,4177,chr9,1.03e+08,4793
chr9,103500000,4160,chr9,103500000,4989
chr9,1.04e+08,4130,chr9,1.04e+08,4827
chr9,104500000,3972,chr9,104500000,4538
chr9,1.05e+08,2080,chr9,1.05e+08,2358
chr9,105500000,2640,chr9,105500000,3058
chr9,1.06e+08,2908,chr9,1.06e+08,3578
chr9,106500000,3255,chr9,106500000,3996
chr9,1.07e+08,2638,chr9,1.07e+08,3252
chr9,107500000,2438,chr9,107500000,2960
chr9,1.08e+08,3945,chr9,1.08e+08,5153
chr9,108500000,4466,chr9,108500000,5803
chr9,1.09e+08,4157,chr9,1.09e+08,5350
chr9,109500000,2663,chr9,109500000,3266
chr9,1.1e+08,2962,chr9,1.1e+08,3225
chr9,110500000,4270,chr9,110500000,4941
chr9,1.11e+08,4011,chr9,1.11e+08,4745
chr9,111500000,4036,chr9,111500000,4640
chr9,1.12e+08,3124,chr9,1.12e+08,3493
chr9,112500000,3152,chr9,112500000,3263
chr9,1.13e+08,2518,chr9,1.13e+08,2605
chr9,113500000,3248,chr9,113500000,3679
chr9,1.14e+08,3977,chr9,1.14e+08,4520
chr9,114500000,3333,chr9,114500000,3754
chr9,1.15e+08,3982,chr9,1.15e+08,5105
chr9,115500000,3202,chr9,115500000,3745
chr9,1.16e+08,3522,chr9,1.16e+08,4176
chr9,116500000,3751,chr9,116500000,4361
chr9,1.17e+08,3691,chr9,1.17e+08,3850
chr9,117500000,3955,chr9,117500000,4380
chr9,1.18e+08,4008,chr9,1.18e+08,4567
chr9,118500000,4149,chr9,118500000,4670
chr9,1.19e+08,4747,chr9,1.19e+08,5776
chr9,119500000,4857,chr9,119500000,5725
chr9,1.2e+08,4757,chr9,1.2e+08,5635
chr9,120500000,4628,chr9,120500000,5409
chr9,1.21e+08,4442,chr9,1.21e+08,5097
chr9,121500000,4030,chr9,121500000,4801
chr9,1.22e+08,4295,chr9,1.22e+08,5279
chr9,122500000,3784,chr9,122500000,4460
chr9,1.23e+08,3572,chr9,1.23e+08,4167
chr9,123500000,3275,chr9,123500000,3636
chr9,1.24e+08,2793,chr9,1.24e+08,2980
chr9,124500000,1868,chr9,124500000,2070
chrX,3500000,1499,chrX,3500000,1460
chrX,4e+06,199,chrX,4e+06,195
chrX,4500000,453,chrX,4500000,492
chrX,5e+06,230,chrX,5e+06,285
chrX,5500000,825,chrX,5500000,804
chrX,6e+06,193,chrX,6e+06,240
chrX,6500000,269,chrX,6500000,281
chrX,7e+06,284,chrX,7e+06,252
chrX,7500000,313,chrX,7500000,369
chrX,8e+06,363,chrX,8e+06,495
chrX,8500000,315,chrX,8500000,437
chrX,9e+06,325,chrX,9e+06,379
chrX,9500000,300,chrX,9500000,399
chrX,1e+07,280,chrX,1e+07,348
chrX,10500000,315,chrX,10500000,358
chrX,1.1e+07,350,chrX,1.1e+07,405
chrX,11500000,302,chrX,11500000,420
chrX,1.2e+07,288,chrX,1.2e+07,450
chrX,12500000,301,chrX,12500000,396
chrX,1.3e+07,310,chrX,1.3e+07,461
chrX,13500000,319,chrX,13500000,379
chrX,1.4e+07,218,chrX,1.4e+07,352
chrX,14500000,212,chrX,14500000,224
chrX,1.5e+07,216,chrX,1.5e+07,245
chrX,15500000,218,chrX,15500000,258
chrX,1.6e+07,285,chrX,1.6e+07,316
chrX,16500000,243,chrX,16500000,296
chrX,1.7e+07,235,chrX,1.7e+07,283
chrX,17500000,239,chrX,17500000,212
chrX,1.8e+07,289,chrX,1.8e+07,409
chrX,18500000,232,chrX,18500000,309
chrX,1.9e+07,213,chrX,1.9e+07,222
chrX,19500000,200,chrX,19500000,237
chrX,2e+07,256,chrX,2e+07,265
chrX,20500000,230,chrX,20500000,258
chrX,2.1e+07,267,chrX,2.1e+07,335
chrX,21500000,240,chrX,21500000,286
chrX,2.2e+07,244,chrX,2.2e+07,226
chrX,22500000,252,chrX,22500000,287
chrX,2.3e+07,241,chrX,2.3e+07,253
chrX,23500000,231,chrX,23500000,240
chrX,2.4e+07,249,chrX,2.4e+07,285
chrX,24500000,265,chrX,24500000,312
chrX,2.5e+07,116,chrX,2.5e+07,148
chrX,25500000,345,chrX,25500000,354
chrX,2.6e+07,166,chrX,2.6e+07,162
chrX,26500000,248,chrX,26500000,279
chrX,2.7e+07,174,chrX,2.7e+07,182
chrX,27500000,13,chrX,27500000,10
chrX,2.8e+07,11,chrX,2.8e+07,12
chrX,28500000,27,chrX,28500000,25
chrX,2.9e+07,67,chrX,2.9e+07,83
chrX,29500000,25,chrX,29500000,19
chrX,3e+07,91,chrX,3e+07,120
chrX,30500000,27,chrX,30500000,35
chrX,3.1e+07,5,chrX,3.1e+07,4
chrX,31500000,1141,chrX,31500000,1101
chrX,3.2e+07,655,chrX,3.2e+07,685
chrX,32500000,391,chrX,32500000,452
chrX,3.3e+07,739,chrX,3.3e+07,794
chrX,33500000,644,chrX,33500000,700
chrX,3.4e+07,454,chrX,3.4e+07,457
chrX,34500000,335,chrX,34500000,342
chrX,3.5e+07,54,chrX,3.5e+07,60
chrX,35500000,40,chrX,35500000,42
chrX,3.6e+07,246,chrX,3.6e+07,304
chrX,36500000,259,chrX,36500000,413
chrX,3.7e+07,386,chrX,3.7e+07,427
chrX,37500000,202,chrX,37500000,325
chrX,3.8e+07,176,chrX,3.8e+07,225
chrX,38500000,310,chrX,38500000,371
chrX,3.9e+07,270,chrX,3.9e+07,338
chrX,39500000,261,chrX,39500000,298
chrX,4e+07,236,chrX,4e+07,257
chrX,40500000,199,chrX,40500000,198
chrX,4.1e+07,212,chrX,4.1e+07,205
chrX,41500000,238,chrX,41500000,285
chrX,4.2e+07,293,chrX,4.2e+07,350
chrX,42500000,332,chrX,42500000,384
chrX,4.3e+07,278,chrX,4.3e+07,309
chrX,43500000,269,chrX,43500000,254
chrX,4.4e+07,220,chrX,4.4e+07,264
chrX,44500000,216,chrX,44500000,240
chrX,4.5e+07,238,chrX,4.5e+07,256
chrX,45500000,199,chrX,45500000,224
chrX,4.6e+07,201,chrX,4.6e+07,196
chrX,46500000,204,chrX,46500000,289
chrX,4.7e+07,222,chrX,4.7e+07,242
chrX,47500000,224,chrX,47500000,240
chrX,4.8e+07,242,chrX,4.8e+07,317
chrX,48500000,322,chrX,48500000,466
chrX,4.9e+07,286,chrX,4.9e+07,322
chrX,49500000,234,chrX,49500000,291
chrX,5e+07,226,chrX,5e+07,282
chrX,50500000,237,chrX,50500000,251
chrX,5.1e+07,348,chrX,5.1e+07,407
chrX,51500000,345,chrX,51500000,375
chrX,5.2e+07,308,chrX,5.2e+07,404
chrX,52500000,310,chrX,52500000,388
chrX,5.3e+07,364,chrX,5.3e+07,430
chrX,53500000,320,chrX,53500000,386
chrX,5.4e+07,220,chrX,5.4e+07,263
chrX,54500000,171,chrX,54500000,192
chrX,5.5e+07,37,chrX,5.5e+07,35
chrX,55500000,230,chrX,55500000,269
chrX,5.6e+07,344,chrX,5.6e+07,320
chrX,56500000,321,chrX,56500000,308
chrX,5.7e+07,401,chrX,5.7e+07,415
chrX,57500000,292,chrX,57500000,351
chrX,5.8e+07,336,chrX,5.8e+07,363
chrX,58500000,320,chrX,58500000,363
chrX,5.9e+07,286,chrX,5.9e+07,334
chrX,59500000,220,chrX,59500000,251
chrX,6e+07,241,chrX,6e+07,240
chrX,60500000,232,chrX,60500000,301
chrX,6.1e+07,269,chrX,6.1e+07,335
chrX,61500000,271,chrX,61500000,268
chrX,6.2e+07,225,chrX,6.2e+07,227
chrX,62500000,207,chrX,62500000,237
chrX,6.3e+07,237,chrX,6.3e+07,245
chrX,63500000,168,chrX,63500000,163
chrX,6.4e+07,207,chrX,6.4e+07,210
chrX,64500000,217,chrX,64500000,218
chrX,6.5e+07,253,chrX,6.5e+07,229
chrX,65500000,209,chrX,65500000,257
chrX,6.6e+07,240,chrX,6.6e+07,260
chrX,66500000,234,chrX,66500000,241
chrX,6.7e+07,191,chrX,6.7e+07,210
chrX,67500000,187,chrX,67500000,166
chrX,6.8e+07,189,chrX,6.8e+07,209
chrX,68500000,290,chrX,68500000,337
chrX,6.9e+07,221,chrX,6.9e+07,260
chrX,69500000,198,chrX,69500000,264
chrX,7e+07,236,chrX,7e+07,261
chrX,70500000,236,chrX,70500000,313
chrX,7.1e+07,219,chrX,7.1e+07,281
chrX,71500000,295,chrX,71500000,350
chrX,7.2e+07,270,chrX,7.2e+07,335
chrX,72500000,225,chrX,72500000,239
chrX,7.3e+07,217,chrX,7.3e+07,272
chrX,73500000,185,chrX,73500000,321
chrX,7.4e+07,216,chrX,7.4e+07,367
chrX,74500000,317,chrX,74500000,376
chrX,7.5e+07,185,chrX,7.5e+07,313
chrX,75500000,198,chrX,75500000,267
chrX,7.6e+07,272,chrX,7.6e+07,331
chrX,76500000,236,chrX,76500000,289
chrX,7.7e+07,192,chrX,7.7e+07,200
chrX,77500000,202,chrX,77500000,216
chrX,7.8e+07,246,chrX,7.8e+07,326
chrX,78500000,1412,chrX,78500000,1378
chrX,7.9e+07,258,chrX,7.9e+07,302
chrX,79500000,251,chrX,79500000,285
chrX,8e+07,226,chrX,8e+07,265
chrX,80500000,194,chrX,80500000,219
chrX,8.1e+07,245,chrX,8.1e+07,232
chrX,81500000,156,chrX,81500000,163
chrX,8.2e+07,240,chrX,8.2e+07,232
chrX,82500000,240,chrX,82500000,317
chrX,8.3e+07,233,chrX,8.3e+07,226
chrX,83500000,193,chrX,83500000,200
chrX,8.4e+07,182,chrX,8.4e+07,171
chrX,84500000,223,chrX,84500000,182
chrX,8.5e+07,252,chrX,8.5e+07,245
chrX,85500000,229,chrX,85500000,323
chrX,8.6e+07,329,chrX,8.6e+07,350
chrX,86500000,225,chrX,86500000,313
chrX,8.7e+07,165,chrX,8.7e+07,243
chrX,87500000,210,chrX,87500000,203
chrX,8.8e+07,195,chrX,8.8e+07,193
chrX,88500000,261,chrX,88500000,242
chrX,8.9e+07,241,chrX,8.9e+07,225
chrX,89500000,251,chrX,89500000,295
chrX,9e+07,236,chrX,9e+07,261
chrX,90500000,203,chrX,90500000,251
chrX,9.1e+07,203,chrX,9.1e+07,264
chrX,91500000,198,chrX,91500000,266
chrX,9.2e+07,155,chrX,9.2e+07,200
chrX,92500000,206,chrX,92500000,290
chrX,9.3e+07,286,chrX,9.3e+07,269
chrX,93500000,252,chrX,93500000,328
chrX,9.4e+07,285,chrX,9.4e+07,416
chrX,94500000,345,chrX,94500000,397
